"No.","Time","Source","Destination","Length","Info","tcp_dstport","tcp_srcport","udp_dstport","udp_srcport","Protocol","sport","dport"
"23208","264.411658000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23209","264.431033000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23210","264.433479000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23211","264.440246000","128.119.247.197","173.194.207.127","64","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23212","264.452035000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23213","264.472318000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23214","264.492333000","128.119.247.197","173.194.207.127","152","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23215","264.512883000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23217","264.532802000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23218","264.533595000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23219","264.552231000","128.119.247.197","173.194.207.127","151","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23220","264.572522000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23221","264.585566000","173.194.207.127","128.119.247.197","98","Binding Request user: Ia1b7iIgyrYicXIGMAWNlCedXTtPEzCW","49949","19305","49949","19305","STUN","19305","49949"
"23222","264.585914000","128.119.247.197","173.194.207.127","110","Binding Success Response MAPPED-ADDRESS: 173.194.207.127:19305 user: Ia1b7iIgyrYicXIGMAWNlCedXTtPEzCW","19305","49949","19305","49949","STUN","49949","19305"
"23223","264.593848000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23224","264.612228000","128.119.247.197","173.194.207.127","151","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23225","264.633666000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23226","264.633983000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23227","264.654685000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23228","264.668595000","128.119.247.197","173.194.207.127","152","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23229","264.691559000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23230","264.707635000","128.119.247.197","173.194.207.127","98","Binding Request user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG","19305","49949","19305","49949","STUN","49949","19305"
"23231","264.709183000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23232","264.728290000","173.194.207.127","128.119.247.197","110","Binding Success Response user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG XOR-MAPPED-ADDRESS: 128.119.247.197:49949","49949","19305","49949","19305","STUN","19305","49949"
"23233","264.729815000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23234","264.733490000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23235","264.749160000","128.119.247.197","173.194.207.127","151","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23236","264.771497000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23237","264.791856000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23238","264.812257000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23240","264.832581000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23241","264.833535000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23242","264.852520000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23243","264.872956000","128.119.247.197","173.194.207.127","143","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23244","264.893463000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23245","264.913214000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23246","264.933738000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23247","264.933930000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23248","264.950060000","128.119.247.197","173.194.207.127","143","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23249","264.970804000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23250","264.980783000","128.119.247.197","173.194.207.127","88","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23251","264.991095000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23252","265.011413000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23253","265.031509000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23254","265.033686000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23255","265.051883000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23256","265.071269000","128.119.247.197","173.194.207.127","154","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23257","265.082601000","128.119.247.197","173.194.207.127","64","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23258","265.090760000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23259","265.110981000","128.119.247.197","173.194.207.127","152","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23260","265.131944000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23261","265.133670000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23262","265.152578000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23263","265.173085000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23264","265.189227000","128.119.247.197","173.194.207.127","98","Binding Request user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG","19305","49949","19305","49949","STUN","49949","19305"
"23265","265.193895000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23266","265.210100000","173.194.207.127","128.119.247.197","110","Binding Success Response user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG XOR-MAPPED-ADDRESS: 128.119.247.197:49949","49949","19305","49949","19305","STUN","19305","49949"
"23267","265.211634000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23268","265.233807000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23269","265.234499000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23270","265.253669000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23271","265.270125000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23272","265.294194000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23273","265.314540000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23274","265.333677000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23275","265.334090000","128.119.247.197","173.194.207.127","143","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23276","265.350809000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23277","265.370946000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23278","265.391560000","128.119.247.197","173.194.207.127","152","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23279","265.411969000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23280","265.432280000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23282","265.433655000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23283","265.452390000","128.119.247.197","173.194.207.127","153","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23284","265.472900000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23285","265.492721000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23286","265.512701000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23287","265.533357000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23288","265.533568000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23289","265.553539000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23290","265.573542000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23291","265.574639000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23292","265.585633000","173.194.207.127","128.119.247.197","98","Binding Request user: Ia1b7iIgyrYicXIGMAWNlCedXTtPEzCW","49949","19305","49949","19305","STUN","19305","49949"
"23293","265.585954000","128.119.247.197","173.194.207.127","110","Binding Success Response MAPPED-ADDRESS: 173.194.207.127:19305 user: Ia1b7iIgyrYicXIGMAWNlCedXTtPEzCW","19305","49949","19305","49949","STUN","49949","19305"
"23294","265.590432000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23295","265.593590000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23296","265.613754000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23297","265.614317000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23298","265.633508000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23299","265.633777000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23300","265.653590000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23301","265.654135000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23302","265.668585000","128.119.247.197","173.194.207.127","98","Binding Request user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG","19305","49949","19305","49949","STUN","49949","19305"
"23303","265.672819000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23304","265.673683000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23305","265.689019000","173.194.207.127","128.119.247.197","110","Binding Success Response user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG XOR-MAPPED-ADDRESS: 128.119.247.197:49949","49949","19305","49949","19305","STUN","19305","49949"
"23306","265.691838000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23307","265.715093000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23308","265.734595000","128.119.247.197","173.194.207.127","151","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23309","265.753488000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23310","265.753768000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23311","265.769926000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23312","265.773515000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23313","265.790235000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23314","265.793895000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23315","265.811124000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23316","265.813675000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23317","265.829111000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23318","265.833825000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23319","265.851542000","128.119.247.197","173.194.207.127","143","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23320","265.853957000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23321","265.871934000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23322","265.891300000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23323","265.909707000","128.119.247.197","173.194.207.127","142","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23324","265.931551000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23325","265.951171000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23326","265.953603000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23327","265.973322000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23328","265.992687000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23330","266.014195000","128.119.247.197","173.194.207.127","142","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23331","266.032839000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23332","266.052968000","128.119.247.197","173.194.207.127","152","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23333","266.053418000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23334","266.072945000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23335","266.093419000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23336","266.113488000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23337","266.134286000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23338","266.144822000","128.119.247.197","173.194.207.127","64","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23339","266.148843000","128.119.247.197","173.194.207.127","98","Binding Request user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG","19305","49949","19305","49949","STUN","49949","19305"
"23340","266.153780000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23341","266.154580000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23342","266.169879000","173.194.207.127","128.119.247.197","110","Binding Success Response user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG XOR-MAPPED-ADDRESS: 128.119.247.197:49949","49949","19305","49949","19305","STUN","19305","49949"
"23343","266.172937000","128.119.247.197","173.194.207.127","142","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23344","266.193806000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23345","266.214937000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23346","266.231583000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23347","266.250416000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23348","266.253773000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23349","266.274429000","128.119.247.197","173.194.207.127","143","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23350","266.293100000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23351","266.314117000","128.119.247.197","173.194.207.127","151","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23352","266.330319000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23353","266.350764000","128.119.247.197","173.194.207.127","151","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23354","266.353657000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23355","266.371118000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23356","266.391377000","128.119.247.197","173.194.207.127","154","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23357","266.411495000","128.119.247.197","173.194.207.127","151","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23358","266.432381000","128.119.247.197","173.194.207.127","154","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23360","266.451840000","128.119.247.197","173.194.207.127","151","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23361","266.453741000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23362","266.472662000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23363","266.493091000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23364","266.513027000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23365","266.533665000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23366","266.554282000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23367","266.554709000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23368","266.575059000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23371","266.585483000","173.194.207.127","128.119.247.197","98","Binding Request user: Ia1b7iIgyrYicXIGMAWNlCedXTtPEzCW","49949","19305","49949","19305","STUN","19305","49949"
"23372","266.585788000","128.119.247.197","173.194.207.127","110","Binding Success Response MAPPED-ADDRESS: 173.194.207.127:19305 user: Ia1b7iIgyrYicXIGMAWNlCedXTtPEzCW","19305","49949","19305","49949","STUN","49949","19305"
"23375","266.590270000","128.119.247.197","173.194.207.127","143","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23376","266.611613000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23377","266.629059000","128.119.247.197","173.194.207.127","98","Binding Request user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG","19305","49949","19305","49949","STUN","49949","19305"
"23379","266.633883000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23380","266.649634000","173.194.207.127","128.119.247.197","110","Binding Success Response user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG XOR-MAPPED-ADDRESS: 128.119.247.197:49949","49949","19305","49949","19305","STUN","19305","49949"
"23381","266.653521000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23382","266.653601000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23388","266.674378000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23390","266.699756000","128.119.247.197","173.194.207.127","152","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23391","266.715371000","128.119.247.197","173.194.207.127","154","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23392","266.732505000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23393","266.753111000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23394","266.753779000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23395","266.773550000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23396","266.790603000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23397","266.810135000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23398","266.830680000","128.119.247.197","173.194.207.127","152","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23399","266.850751000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23400","266.853625000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23401","266.870947000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23402","266.890658000","128.119.247.197","173.194.207.127","153","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23403","266.911596000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23404","266.932071000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23405","266.952445000","128.119.247.197","173.194.207.127","154","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23406","266.953574000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23407","266.973185000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23408","266.993426000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23409","267.013412000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23411","267.033774000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23412","267.049899000","128.119.247.197","173.194.207.127","140","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23413","267.053783000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23414","267.073716000","128.119.247.197","173.194.207.127","141","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23415","267.095165000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23416","267.109187000","128.119.247.197","173.194.207.127","98","Binding Request user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG","19305","49949","19305","49949","STUN","49949","19305"
"23417","267.115388000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23418","267.129785000","173.194.207.127","128.119.247.197","110","Binding Success Response user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG XOR-MAPPED-ADDRESS: 128.119.247.197:49949","49949","19305","49949","19305","STUN","19305","49949"
"23419","267.134161000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
